Query_Filename,Query_ID,Query_Sentence,Claim_Filename,Claim_ID,Claim_Sentence,Redundant_or_Independent,Score
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_0,Snakes – the Chinese krait and the Chinese cobra – might be the original source of the newly discovered coronavirus that has triggered an outbreak of a deadly infectious ,Related,0.62
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6I_0,Snakes could be the original source of the new coronavirus outbreak ,Related,0.68
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_7,this coronavirus might come from snakes,Related,0.65
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3,the origin of Covid-19 is in bats,Related,0.58
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_7,this coronavirus might come from snakes,Related,0.65
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6I_2,Snakes – the Chinese krait and the Chinese cobra – may be the original source of the newly discovered coronavirus that has triggered an outbreak of a deadly infectious ,Related,0.61
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_0,the virus originated from snakes was subsequently debunked,Related,0.64
CLL0C04C1B4.000004.ttl,claim-CLL0C04C1B4.000004,World Health Organization claims snakes are not involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_9,snakes – the Chinese krait and the Chinese cobra – may be the original source of the newly discovered coronavirus ,Related,0.61
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958K_3,the virus dubbed COVID-19 is similar to a virus found in bats,Related,0.6
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_1,"this coronavirus originated in wildlife,"" the statement reads, citing nine scientific studies",Related,0.59
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_1,", like other recent viral outbreaks, COVID-19 originated in bats before it made the jump to humans",Related,0.63
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P8R_1,All available evidence suggests the virus has an animal origin and is not manipulated or constructed virus in a lab or somewhere else,Related,0.62
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA72_4,cats and dogs may have contributed to the COVID-19 pandemic,Related,0.72
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3,the origin of Covid-19 is in bats,Related,0.68
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_2,"Coronavirus very likely of animal origin, no sign of lab manipulation",Related,0.6
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_10,COVID-19 is not the first illness that has made the leap from bats to humans,Related,0.59
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZL_0,the outbreak wasn’t caused by a strain from a lab and likely came from wild animals instead,Related,0.61
CLL0C04C1F9.000004.ttl,claim-CLL0C04C1F9.000004,Scientists claim stray dogs might not be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6N_0,Study linking coronavirus origin to stray dogs 'speculative,Related,0.78
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_14,there any way for people to prevent the spread of viruses from bats to humans,Related,0.62
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958S_0,one specialty of the facility was researching coronaviruses transmitted by bats,Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DR3_4,we have scientific research that has proven the possibility of creating a deadly virus based on coronavirus found in Chinese bats,Related,0.74
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DR3_6,the mutated coronavirus of bats,Related,0.72
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958O_4,"In the past , these viruses have spread through wild bats that infect another type of animal – an intermediate host – that then spreads it to humans",Related,0.59
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PDK_5,"bats carrying the novel coronavirus are originally found in Yunnan or Zhejiang province, which is more than 900 km from the seafood market at the centre of the investigation on the source",Related,0.67
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P8T_0,"Any likely research or development of a virus for transmission in humans would not use a distant relative of a bat coronavirus, but would likely begin with a virus known to transmit in humans",Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958I_1,"A similar outbreak in 2003 involved the Sars virus, which was thought to have come from bats",Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9W_4,"The interesting details include the exact nature of what was done to the virus after the virus was extracted from bats, and who paid to have that done",Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958K_3,the virus dubbed COVID-19 is similar to a virus found in bats,Related,0.84
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PK3_2,"bats are a natural reservoir of SARS-CoV-2, but an intermediate host was needed for it to jump from bats to humans",Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DZE_1,"this coronavirus originated in wildlife,"" the statement reads, citing nine scientific studies",Related,0.59
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958U_7,"Researchers concluded the genome sequences of the coronavirus ""was closely related … to two bat-derived severe acute respiratory syndrome (SARS)-like coronaviruses",Related,0.58
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_1,", like other recent viral outbreaks, COVID-19 originated in bats before it made the jump to humans",Related,0.86
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_1,2019-nCoV is 96% identical at the whole-genome level to a bat coronavirus,Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9W_5,there have been previous outbreaks and animals like bats are full of coronaviruses (plural,Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6P_16,"Bats may have played a role in the COVID-19 pandemic, but bat soup wasn’t the direct cause",Related,0.73
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_8,genetic match between the virus that's currently infecting humans and a coronavirus that is found in bats,Related,0.73
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA2M_5,"The ingredients are all there: bats , SARS, acute pneumonia, the virus that attacks humans directly and infects them",Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA66_8,the 2019-nCoV might have jumped from the host species – bats – to snakes and then to humans at the beginning of this coronavirus outbreak,Related,0.66
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PCB_4,A pneumonia outbreak associated with a new coronavirus of probable bat origin,Related,0.66
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_1,"Bats, in particular, have been studied closely because they are considered to be the natural host of coronaviruses",Related,0.72
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958V_1,on coronaviruses from bats,Related,0.74
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958M_0,nCoV-2019 originally came from bats,Related,0.59
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P55_3,the origin of Covid-19 is in bats,Related,0.93
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_3,the closest related virus was in horse bats (,Related,0.62
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958U_6,the virus had come from bats,Related,0.71
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6Q_5,"SARS-CoV-2 and its most closely related known relative, a bat coronavirus (BatCoV RaTG13), have the lowest amount of CpG among its close coronavirus relatives",Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PGQ_5,Andersen and colleagues' research implicates bats and possibly pangolins,Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_11,"The viruses that caused SARS, MERS, Ebola, Nipah, Hendra, and Marburg can all be traced back to bats",Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PGQ_0,coronavirus originate—and is it linked to bats ,Related,0.81
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PHW_2,originated in bats and later hopped to humans,Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049P4X_1,the virus originated in bats and adapted to be able to cause human infection through transmission from other animals based on other similar coronaviruses,Related,0.71
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_7,"novel coronavirus spread from bats to humans, then",Related,0.75
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA6Q_0,Wuhan dogs that ate bats may have transmitted Sars-CoV-2 to humans: Study,Related,0.6
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA70_10,COVID-19 is not the first illness that has made the leap from bats to humans,Related,0.81
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PDK_0,"the COVID-19 virus was in fact caused by an accident, in which bats infected with the virus attacked a researcher and ""blood of a bat was on skin of researcher",Related,0.79
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049DYJ_0,"SARS-CoV-2 , the virus now causing a global pandemic, is believed to have originated in bats",Related,0.74
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CAAY_2,Gene sequencing analysis strongly suggests the virus originated in bats and was transferred to humans through a yet-unidentified intermediary species,Related,0.69
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C0495AJ_1,"the new coronavirus’ genetic makeup was 96 per cent identical to the kind found in bats, which were also the original source of SARS",Related,0.67
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PAM_2,"most pathogenic human coronaviruses, including SARS-CoV and MERS-CoV, have genetically similar viruses in bats",Related,0.68
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958P_0,efficient cleavage of the MERS-CoV spike enables MERS-like coronaviruses from bats to infect human cells,Related,0.62
CLL0C04C1G1.000004.ttl,claim-CLL0C04C1G1.000004,Author claims bats might be involved with the origin of COVID-19,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CAAU_0,SARS-CoV-2 is believed to have originated in bats and mutated via a second animal host -- possibly pangolins -- into a form capable of infecting humans,Related,0.65
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,Clinical Infectious Diseases claims the first cases of COVID-19 occurred in the United States,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C049PJU_1,"The World Health Organization has said the new coronavirus and COVID-19, the respiratory disease it causes",Related,0.62
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,Clinical Infectious Diseases claims the first cases of COVID-19 occurred in the United States,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_1,neutralising antibodies in the blood of people who have had covid-19 are less capable of recognising a viral ,Related,0.64
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,Clinical Infectious Diseases claims the first cases of COVID-19 occurred in the United States,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_0,covid-19 could become a disease first encountered in early childhood,Related,0.72
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,Clinical Infectious Diseases claims the first cases of COVID-19 occurred in the United States,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04D4F2_0,doctors in Mexico were prescribing a medicine thought to prevent and cure COVID-19,Related,0.64
CLL0C04C3YI.000004.ttl,claim-CLL0C04C3YI.000004,Clinical Infectious Diseases claims the first cases of COVID-19 occurred in the United States,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0,COVID-19 suggests the new coronavirus ,Related,0.68
CLL0C04C4H7.000004.ttl,claim-CLL0C04C4H7.000004,Author claims the first cases of COVID-19 occurred on American college campuses,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04ATGD_0,covid-19 could become a disease first encountered in early childhood,Related,0.63
CLL0C04C4H7.000004.ttl,claim-CLL0C04C4H7.000004,Author claims the first cases of COVID-19 occurred on American college campuses,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0,COVID-19 suggests the new coronavirus ,Related,0.6
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,Chinese state media claims the first cases of COVID-19 might not have occurred in China,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04958D_0,"A previously unknown variant of coronavirus that appeared in the Chinese city of Wuhan in December 2019 has already infected thousands of people, with cases confirmed in at least 20 ",Related,0.63
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,Chinese state media claims the first cases of COVID-19 might not have occurred in China,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA9S_5,"Beijing has resisted international investigations into the coronavirus’ origins, stymieing World Health Organization investigators access to the country",Related,0.65
CLL0C04C54T.000004.ttl,claim-CLL0C04C54T.000004,Chinese state media claims the first cases of COVID-19 might not have occurred in China,GAIA_English.Colorado_TA2_20220211.ttl,claim_L0C04CA25_0,COVID-19 suggests the new coronavirus ,Related,0.58
